,num_channels,num_classes,num_test,num_train,resolution_0,resolution_1,sequence_size
coil100_num_classes_24_num_dev_examples_1032_num_test_examples_408_resolution_256_num_channels_3,3,72,720,6480,128,128,1
coil100_num_classes_27_num_dev_examples_1593_num_test_examples_216_resolution_128_num_channels_3,3,72,720,6480,128,128,1
coil100_num_classes_29_num_dev_examples_1798_num_test_examples_638_resolution_256_num_channels_3,3,72,720,6480,128,128,1
coil100_num_classes_29_num_dev_examples_580_num_test_examples_435_resolution_256_num_channels_3,3,72,720,6480,128,128,1
coil100_num_classes_29_num_dev_examples_783_num_test_examples_145_resolution_64_num_channels_3,3,72,720,6480,128,128,1
coil100_num_classes_2_num_dev_examples_130_num_test_examples_20_resolution_256_num_channels_3,3,72,720,6480,128,128,1
coil100_num_classes_31_num_dev_examples_1612_num_test_examples_434_resolution_256_num_channels_3,3,72,720,6480,128,128,1
coil100_num_classes_32_num_dev_examples_2432_num_test_examples_448_resolution_64_num_channels_3,3,72,720,6480,128,128,1
coil100_num_classes_32_num_dev_examples_640_num_test_examples_576_resolution_64_num_channels_3,3,72,720,6480,128,128,1
coil100_num_classes_35_num_dev_examples_1470_num_test_examples_455_resolution_256_num_channels_3,3,72,720,6480,128,128,1
coil100_num_classes_37_num_dev_examples_1110_num_test_examples_185_resolution_64_num_channels_3,3,72,720,6480,128,128,1
coil100_num_classes_39_num_dev_examples_2028_num_test_examples_624_resolution_64_num_channels_3,3,72,720,6480,128,128,1
coil100_num_classes_39_num_dev_examples_2496_num_test_examples_624_resolution_128_num_channels_3,3,72,720,6480,128,128,1
coil100_num_classes_43_num_dev_examples_860_num_test_examples_301_resolution_128_num_channels_3,3,72,720,6480,128,128,1
coil100_num_classes_44_num_dev_examples_2728_num_test_examples_660_resolution_64_num_channels_3,3,72,720,6480,128,128,1
coil100_num_classes_45_num_dev_examples_3150_num_test_examples_315_resolution_128_num_channels_3,3,72,720,6480,128,128,1
coil100_num_classes_45_num_dev_examples_900_num_test_examples_540_resolution_256_num_channels_3,3,72,720,6480,128,128,1
coil100_num_classes_46_num_dev_examples_3266_num_test_examples_598_resolution_128_num_channels_3,3,72,720,6480,128,128,1
coil100_num_classes_47_num_dev_examples_1128_num_test_examples_611_resolution_64_num_channels_3,3,72,720,6480,128,128,1
coil100_num_classes_4_num_dev_examples_244_num_test_examples_64_resolution_64_num_channels_3,3,72,720,6480,128,128,1
coil100_num_classes_51_num_dev_examples_1275_num_test_examples_663_resolution_256_num_channels_3,3,72,720,6480,128,128,1
coil100_num_classes_52_num_dev_examples_3224_num_test_examples_312_resolution_256_num_channels_3,3,72,720,6480,128,128,1
coil100_num_classes_54_num_dev_examples_2214_num_test_examples_648_resolution_128_num_channels_3,3,72,720,6480,128,128,1
coil100_num_classes_54_num_dev_examples_4320_num_test_examples_432_resolution_256_num_channels_3,3,72,720,6480,128,128,1
coil100_num_classes_56_num_dev_examples_3304_num_test_examples_392_resolution_128_num_channels_3,3,72,720,6480,128,128,1
coil100_num_classes_58_num_dev_examples_1276_num_test_examples_638_resolution_64_num_channels_3,3,72,720,6480,128,128,1
coil100_num_classes_62_num_dev_examples_2728_num_test_examples_434_resolution_256_num_channels_3,3,72,720,6480,128,128,1
coil100_num_classes_63_num_dev_examples_3402_num_test_examples_378_resolution_128_num_channels_3,3,72,720,6480,128,128,1
coil100_num_classes_63_num_dev_examples_3591_num_test_examples_504_resolution_64_num_channels_3,3,72,720,6480,128,128,1
coil100_num_classes_68_num_dev_examples_5372_num_test_examples_612_resolution_256_num_channels_3,3,72,720,6480,128,128,1
coil100_num_classes_6_num_dev_examples_234_num_test_examples_156_resolution_128_num_channels_3,3,72,720,6480,128,128,1
coil100_num_classes_70_num_dev_examples_1540_num_test_examples_630_resolution_256_num_channels_3,3,72,720,6480,128,128,1
coil100_num_classes_72_num_dev_examples_5760_num_test_examples_648_resolution_256_num_channels_3,3,72,720,6480,128,128,1
coil100_num_classes_72_num_dev_examples_6480_num_test_examples_720_resolution_128_num_channels_3_original,3,72,720,6480,128,128,1
coil100_num_classes_9_num_dev_examples_180_num_test_examples_171_resolution_64_num_channels_3,3,72,720,6480,128,128,1
coil100_num_classes_9_num_dev_examples_225_num_test_examples_144_resolution_128_num_channels_3,3,72,720,6480,128,128,1
coil100_num_classes_9_num_dev_examples_333_num_test_examples_414_resolution_64_num_channels_3,3,72,720,6480,128,128,1
colorectal_histology_num_classes_2_num_dev_examples_284_num_test_examples_452_resolution_64_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_2_num_dev_examples_336_num_test_examples_120_resolution_64_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_2_num_dev_examples_506_num_test_examples_172_resolution_128_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_2_num_dev_examples_634_num_test_examples_282_resolution_256_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_2_num_dev_examples_814_num_test_examples_190_resolution_64_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_2_num_dev_examples_842_num_test_examples_206_resolution_128_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_3_num_dev_examples_1092_num_test_examples_252_resolution_64_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_3_num_dev_examples_1245_num_test_examples_294_resolution_64_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_3_num_dev_examples_1557_num_test_examples_141_resolution_256_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_3_num_dev_examples_228_num_test_examples_363_resolution_64_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_3_num_dev_examples_315_num_test_examples_333_resolution_128_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_3_num_dev_examples_450_num_test_examples_141_resolution_256_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_3_num_dev_examples_555_num_test_examples_147_resolution_64_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_4_num_dev_examples_1260_num_test_examples_428_resolution_64_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_4_num_dev_examples_1624_num_test_examples_420_resolution_64_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_5_num_dev_examples_1165_num_test_examples_95_resolution_64_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_5_num_dev_examples_1205_num_test_examples_65_resolution_128_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_5_num_dev_examples_2430_num_test_examples_140_resolution_64_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_5_num_dev_examples_2560_num_test_examples_270_resolution_64_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_5_num_dev_examples_555_num_test_examples_435_resolution_64_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_5_num_dev_examples_910_num_test_examples_230_resolution_64_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_6_num_dev_examples_1470_num_test_examples_330_resolution_256_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_6_num_dev_examples_1788_num_test_examples_234_resolution_256_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_6_num_dev_examples_2532_num_test_examples_414_resolution_128_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_6_num_dev_examples_2538_num_test_examples_390_resolution_64_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_6_num_dev_examples_2562_num_test_examples_42_resolution_128_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_6_num_dev_examples_2592_num_test_examples_294_resolution_128_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_6_num_dev_examples_2742_num_test_examples_138_resolution_128_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_6_num_dev_examples_552_num_test_examples_492_resolution_256_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_7_num_dev_examples_1498_num_test_examples_280_resolution_256_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_7_num_dev_examples_2835_num_test_examples_91_resolution_128_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_7_num_dev_examples_3563_num_test_examples_448_resolution_128_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_7_num_dev_examples_3584_num_test_examples_427_resolution_64_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_7_num_dev_examples_4102_num_test_examples_35_resolution_256_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_8_num_dev_examples_1168_num_test_examples_352_resolution_256_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_8_num_dev_examples_1944_num_test_examples_408_resolution_128_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_8_num_dev_examples_2616_num_test_examples_376_resolution_256_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_8_num_dev_examples_2848_num_test_examples_448_resolution_64_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_8_num_dev_examples_3080_num_test_examples_328_resolution_128_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_8_num_dev_examples_3304_num_test_examples_304_resolution_256_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_8_num_dev_examples_3592_num_test_examples_472_resolution_128_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_8_num_dev_examples_3624_num_test_examples_160_resolution_128_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_8_num_dev_examples_3752_num_test_examples_120_resolution_64_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_8_num_dev_examples_4104_num_test_examples_120_resolution_128_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_8_num_dev_examples_4328_num_test_examples_160_resolution_256_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_8_num_dev_examples_4504_num_test_examples_496_resolution_128_num_channels_3_original,3,8,496,4504,128,128,1
colorectal_histology_num_classes_8_num_dev_examples_4600_num_test_examples_176_resolution_128_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_8_num_dev_examples_536_num_test_examples_464_resolution_128_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_8_num_dev_examples_656_num_test_examples_80_resolution_64_num_channels_3,3,8,496,4504,128,128,1
colorectal_histology_num_classes_8_num_dev_examples_752_num_test_examples_368_resolution_128_num_channels_3,3,8,496,4504,128,128,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_1073_num_test_examples_16_resolution_512_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_1094_num_test_examples_200_resolution_256_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_1113_num_test_examples_250_resolution_128_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_1147_num_test_examples_88_resolution_128_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_1261_num_test_examples_160_resolution_512_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_1330_num_test_examples_190_resolution_512_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_1341_num_test_examples_34_resolution_256_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_1352_num_test_examples_28_resolution_256_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_1383_num_test_examples_250_resolution_512_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_1423_num_test_examples_146_resolution_128_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_1429_num_test_examples_112_resolution_256_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_1450_num_test_examples_168_resolution_512_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_1519_num_test_examples_18_resolution_128_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_1586_num_test_examples_20_resolution_128_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_1592_num_test_examples_172_resolution_128_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_1735_num_test_examples_168_resolution_256_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_1772_num_test_examples_32_resolution_256_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_1800_num_test_examples_32_resolution_128_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_1821_num_test_examples_96_resolution_128_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_1837_num_test_examples_232_resolution_256_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_1837_num_test_examples_236_resolution_256_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_1869_num_test_examples_232_resolution_512_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_1897_num_test_examples_166_resolution_128_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_1897_num_test_examples_206_resolution_256_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_1981_num_test_examples_86_resolution_512_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_2038_num_test_examples_202_resolution_512_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_2039_num_test_examples_202_resolution_512_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_2276_num_test_examples_252_resolution_256_num_channels_3_original,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_231_num_test_examples_140_resolution_256_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_2424_num_test_examples_24_resolution_128_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_307_num_test_examples_180_resolution_256_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_354_num_test_examples_48_resolution_128_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_355_num_test_examples_116_resolution_512_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_499_num_test_examples_184_resolution_512_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_562_num_test_examples_240_resolution_128_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_562_num_test_examples_56_resolution_128_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_575_num_test_examples_156_resolution_256_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_618_num_test_examples_142_resolution_512_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_622_num_test_examples_236_resolution_256_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_627_num_test_examples_52_resolution_256_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_636_num_test_examples_250_resolution_128_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_667_num_test_examples_162_resolution_256_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_682_num_test_examples_104_resolution_128_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_682_num_test_examples_42_resolution_512_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_698_num_test_examples_38_resolution_512_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_720_num_test_examples_42_resolution_128_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_790_num_test_examples_80_resolution_256_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_935_num_test_examples_246_resolution_512_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_955_num_test_examples_36_resolution_256_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_apple2orange_num_classes_2_num_dev_examples_965_num_test_examples_250_resolution_256_num_channels_3,3,2,252,2276,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_100_num_test_examples_46_resolution_256_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_104_num_test_examples_32_resolution_512_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_132_num_test_examples_88_resolution_128_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_132_num_test_examples_90_resolution_128_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_140_num_test_examples_80_resolution_256_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_170_num_test_examples_82_resolution_256_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_236_num_test_examples_86_resolution_128_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_258_num_test_examples_18_resolution_256_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_260_num_test_examples_38_resolution_512_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_288_num_test_examples_76_resolution_256_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_290_num_test_examples_64_resolution_128_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_298_num_test_examples_74_resolution_512_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_322_num_test_examples_10_resolution_128_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_382_num_test_examples_82_resolution_256_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_406_num_test_examples_60_resolution_256_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_428_num_test_examples_18_resolution_256_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_428_num_test_examples_62_resolution_512_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_428_num_test_examples_92_resolution_128_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_456_num_test_examples_22_resolution_256_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_476_num_test_examples_62_resolution_256_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_476_num_test_examples_64_resolution_256_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_482_num_test_examples_80_resolution_128_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_486_num_test_examples_80_resolution_256_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_506_num_test_examples_54_resolution_256_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_514_num_test_examples_48_resolution_512_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_542_num_test_examples_90_resolution_128_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_548_num_test_examples_46_resolution_512_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_554_num_test_examples_52_resolution_128_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_558_num_test_examples_86_resolution_256_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_576_num_test_examples_46_resolution_128_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_648_num_test_examples_74_resolution_256_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_656_num_test_examples_16_resolution_256_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_664_num_test_examples_20_resolution_512_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_668_num_test_examples_72_resolution_512_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_682_num_test_examples_36_resolution_256_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_700_num_test_examples_48_resolution_256_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_712_num_test_examples_90_resolution_128_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_714_num_test_examples_32_resolution_128_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_728_num_test_examples_22_resolution_512_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_762_num_test_examples_54_resolution_512_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_774_num_test_examples_66_resolution_512_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_778_num_test_examples_80_resolution_128_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_800_num_test_examples_38_resolution_128_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_800_num_test_examples_78_resolution_256_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_808_num_test_examples_98_resolution_256_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_816_num_test_examples_64_resolution_512_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_912_num_test_examples_100_resolution_256_num_channels_3_original,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_922_num_test_examples_42_resolution_256_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_938_num_test_examples_24_resolution_256_num_channels_3,3,2,100,912,256,256,1
cycle_gan_facades_num_classes_2_num_dev_examples_946_num_test_examples_28_resolution_512_num_channels_3,3,2,100,912,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_1025_num_test_examples_170_resolution_256_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_1057_num_test_examples_222_resolution_128_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_1058_num_test_examples_206_resolution_512_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_1096_num_test_examples_36_resolution_256_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_1100_num_test_examples_192_resolution_256_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_1137_num_test_examples_126_resolution_256_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_1184_num_test_examples_114_resolution_128_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_1255_num_test_examples_90_resolution_512_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_1322_num_test_examples_258_resolution_256_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_1358_num_test_examples_188_resolution_256_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_1376_num_test_examples_32_resolution_256_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_1398_num_test_examples_208_resolution_128_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_1436_num_test_examples_200_resolution_256_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_1477_num_test_examples_236_resolution_512_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_1497_num_test_examples_60_resolution_512_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_1516_num_test_examples_206_resolution_128_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_1673_num_test_examples_262_resolution_256_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_1690_num_test_examples_60_resolution_512_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_1764_num_test_examples_148_resolution_256_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_1804_num_test_examples_150_resolution_512_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_1805_num_test_examples_98_resolution_512_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_1814_num_test_examples_22_resolution_128_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_1820_num_test_examples_72_resolution_256_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_1876_num_test_examples_216_resolution_512_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_1886_num_test_examples_216_resolution_512_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_1933_num_test_examples_48_resolution_128_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_2000_num_test_examples_22_resolution_512_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_2015_num_test_examples_92_resolution_512_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_2069_num_test_examples_72_resolution_512_num_channels_3,3,2,266,2395,256,256,1
cycle_gan_horse2zebra_num_classes_2_num_dev_examples_2196_num_test_examples_160_resolution_512_num_channels_3,3,2,266,2395,256,256,1
